scanned_at,name,item_type,price,timer,special_skills,key
2026-08-17T17:46:56,Royal Golden Rod Staff Ill,,70,2777777,46:25,"Frigg's Chant LV.1: Gain M.ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15.(M.ATKO} || Biting Frost LV.2: Water DMG multiplier +25.8% and Water DMG ignores 21.5% of target's M.DEF. (Does not apply to special skills of other classes) > > Class Limit: Mage, Wizard, High Wizard, Sage",2,0,biting frost lv.2|frigg's chant lv.1|2777777
2026-08-17T17:46:59,Royal Gale Robe I!,,71,5500000,47:19,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15.(HPO) || Curse of Petrify LV.3: When inflicting Petrify, also reduces the damage the enemy deals to you by 19% for 6s. Set Bonus(1/3)Q + Gale Set Il Gale Robe Il Eagle Wing Il Black Leather Shoes II + [21 Get Fffact",1,1,curse of petrify lv.3|sif's protection lv.1|5500000
2026-08-17T17:47:02,Royal Gale Robe I!,,71,6000000,,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. || Poison Resistance LV.1: Poison DMG taken -2.5%. Set Bonus(1/3)Q + Gale Set Il Gale Robe Il Eagle Wing Il Black Leather Shoes II + [3] Set Effect HP Cap +5%, P.DMG Bonus +2% LE — —————",1,1,poison resistance lv.1|sif's protection lv.1|6000000
2026-08-17T17:47:05,Roy@oLamor Shield I!,,72,2200000,,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15.(HPO) > Class Limit: Usable by all Classes Blessed by Angelic Protection, grants resistance against the Undead.",0,0,sif's protection lv.1|2200000
2026-08-17T17:47:07,HBorDobilife Faith Hammer,,70,1500000,,"Frigg‘s Chant LV.1: Gain M.ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Primordial Dread LV.3: Glacier Burst damage attribute matches weapon attribute. Glacier Burst applies a special debuff, deating damage equal to 300% of Glacier Burst damage per second for 6s, non-stackable.",1,1,frigg‘s chant lv.1|primordial dread lv.3|1500000
2026-08-17T17:47:10,Broceaal Vecer Axe,,70,1500000,,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Cart Fury LV.3: High Speed Cart Ram hit deals 270% Neutral PDMG to the target and up to 5 enemies within 2m (Does not apply to special skills of other classes)",1,1,cart fury lv.3|thor's edge lv.1|1500000
2026-08-17T17:47:14,Reiayal Windhawk,,70,1500000,,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Crit Spin LV.1: Axe skills can CRIT. on any skill CRIT, casts Lv.3 Spinning Axe. If leamed, casts the highest learned level instead. This effect has a 2s cooldown. Spinning Axe damage +4% (Does not apply to special skills",1,1,crit spin lv.1|thor's edge lv.1|1500000
2026-08-17T17:47:17,ypoebiatp yal Windhawk,,70,1500000,,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv, 15, || Cart Fury LV.1: High Speed Cart Ram hit deals 150% Neutral PDMG to the target and up to 5 enemies within 2m (Does not apply to special skills of other classes)",1,1,cart fury lv.1|thor's edge lv.1|1500000
2026-08-17T17:47:20,Zoyal Hero s Nature Hammer,,40,400000,29:16,"Frigg's Chant LV.1: Gain M.ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Kinetic Energy LV.1: Damage +5% while moving (Does not apply to special skills of other classes) * Class Limit: Druid, Kanos, Alithea > ©",1,1,frigg's chant lv.1|kinetic energy lv.1|400000
2026-08-17T17:47:22,Royal Ragamuffin Manteau,,41,400000,8:09,"Sif’s Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15, || Weakting Guard LV.3: DMG taken from Common and Elite monsters - 12.5%. > > Class Limit: Usable by all Classes > A manteau with exceptional resistance to magic attacks.",1,1,sif’s protection lv.1|weakting guard lv.3|400000
2026-08-17T17:47:25,‘ions tS qgal Hammer |,,40,400000,,"Thor's Edge Lv.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Battle Hardened LV.1: Each attack that hits increases your P.ATK by 5. Stacks up to 4 times and lasts for 5s (Does not apply to special skills of other classes) Class Limit: Marnhant Dinnbamith Ulhitnemith ye",1,1,battle hardened lv.1|thor's edge lv.1|400000
2026-08-17T17:47:28,TRseaiRerk Leather Shoes Il,,72,4700000,,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. Set Bonus(1/3)Q + Gale Set Il Gale Robe Il Eagle Wing Il Black Leather Shoes II + [3] Set Effect HP Cap +5%, P.DMG Bonus +2% > Class Limit: Usable by all Classes",0,0,sif's protection lv.1|4700000
2026-08-17T17:47:31,ina tehe¢k Leather Shoes Il,,72,5000000,,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15.(HPO) Set Bonus(1/3)Q + Gale Set Il Gale Robe Il Eagle Wing Il Black Leather Shoes II + [3] Set Effect HP Cap +5%, P.DMG Bonus +2% > Class Limit: Usable by all Classes",0,0,sif's protection lv.1|5000000
2026-08-17T17:47:33,RaiRanaiHealing Staff II,,55,1000000,,"Frigg's Chant LV.1: Gain M.ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Radiant Healing LV.3: Sanctuary healing +20%, range +30%. (Does not apply to special skills of other classes) > * Class Limit:",1,1,frigg's chant lv.1|radiant healing lv.3|1000000
2026-08-17T17:47:37,Royal Counter Dagger,,70,4000000,,"Thor's Edge Lv.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv, 15.(ATKO) (Ineffective when gear is in the off-hand slot) || Silent Mind LV.3: Soul Destroyer cooldown -0.2s, cast range +2m, damage +15% (Does not apply to special skills af athar elaceac)",1,1,silent mind lv.3|thor's edge lv.1|4000000
2026-08-17T17:47:41,Royal Anklet,,42,400000,07:18,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. Class Limit: Usable by all Classes > Restraints for prisoners and slaves. Anchor-weights attached to each ankle to impede flight.",0,0,sif's protection lv.1|400000
2026-08-17T17:47:44,Royal Giant Shield f!,,72,1500000,,Sif's Protection LV.1: ,0,0,sif's protection lv.1|1500000
2026-08-17T17:47:47,Royal Color Scope,,70,1500000,8:37,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Lethal Beat LV.3: Casting Only One Bullet or Spiral Shooting immediately puts you into Focused Aim and grants 4 Aim Count (Does not apply to special skills of other classes)",1,1,lethal beat lv.3|thor's edge lv.1|1500000
2026-08-17T17:47:52,Royal Mystic Bow,,70,8000000,,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Burst Shot LV.3: After a short delay, Focused Arrow Strike deals another 480% Neutral Ranged PDMG to enemies in the cast area Class Limit: Avrhay  Linntay Crinne",1,1,burst shot lv.3|thor's edge lv.1|8000000
2026-08-17T17:47:54,Royal Blood Eater,,70,3500000,,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv, 15.(ATKO) || Wrath Release LV.1: Replaces Berserk with Wrath Retease. Wrath Release: Can only be cast when HP is above 5%, Enter Wrath Release state. During this state, ATK +2.7% and Dacilinnen Cli MME multinkiny 1804 ~~",1,1,thor's edge lv.1|wrath release lv.1|3500000
2026-08-17T17:47:59,Royal Staff of Destruction,,70,14000000,,"Frigg's Chant LV.1: Gain M.ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Biting Frost LV.1: Water DMG multiplier +5.4% and Water DMG ignores 4.5% of target's M.DEF. (Does not apply to special skills of other classes)",1,1,biting frost lv.1|frigg's chant lv.1|14000000
2026-08-17T17:48:02,Royal Krishna,,70,,,"Thor's Edge Lv.1: Gain ATK equal to (Gear Refine Lv. x Refine Ly.), up to Lv. 15.(ATKO) || Way of Execution LV.3: Damage multiplier dealt to targets below 20% HP +37.5% (Does not apply to special skills of other classes)",1,1,thor's edge lv.1|way of execution lv.3|
2026-08-17T17:48:06,Royal Poison Knife |,,40,3300000,52:15,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. (Ineffective when gear is in the off-hand slot) || Venom Master LV.3: When dealing damage, has a 15% chance to Poison the target. Damage multiplier dealt to Poisoned targets +15% (Does not apply to special skills of other classes)",1,1,thor's edge lv.1|venom master lv.3|3300000
2026-08-17T17:48:08,Royal Hero Nature Axe,,40,400000,55:28,"Thor's Edge Lv.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15.(ATKO) || Kinetic Energy LV.2: Damage +7% white moving (Does not apply to special skills of other classes) > Class Limit: Druid, Kanos, Alithea SF Druid One-Handed Axe usable in",1,1,kinetic energy lv.2|thor's edge lv.1|400000
2026-08-17T17:48:11,Royal Runners Shoes Il,,72,4500000,04:36,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15.(HPO) > *Set Bonus(1/3)Q + Sprint Set Il Sprint Mail Il Rider Insignia II Runner's Shoes Il + [3] Set Effect SP Cap +5%, M.DMG Bonus +2% > > Class Limit: Usable by all Classes",0,0,sif's protection lv.1|4500000
2026-08-17T17:48:14,al Element Resistance Shiel,,72,3300000,38:26,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. > Class Limit: Usable by all Classes > A Shield infused with elemental power that wards off magic.",0,0,sif's protection lv.1|3300000
2026-08-17T17:48:17,Royal Princess Knife III,,70,2000000,,"Thor's Edge Lv.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. (Ineffective when gear is in the off-hand slot) || Way of Execution LV.1: Damage multiplier dealt to targets below 20% HP +7.5% (Does not apply to special skills of nthar claceac",1,1,thor's edge lv.1|way of execution lv.1|2000000
2026-08-17T17:48:21,Royal Healing Staff |,,40,850008,,"Frigg's Chant LV.1: Gain M.ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15.(M.ATKO} || Radiant Healing LV.3: Sanctuary healing +20%, range +30%. (Does not apply to special skills of other classes) a Class Limit: Acolyte, Priest. High Priest vr os",1,1,frigg's chant lv.1|radiant healing lv.3|850008
2026-08-17T17:48:24,Royal Mighty Staff,,70,1800000,,"Frigg's Chant LV.1: Gain M.ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Overflowing Mana LV.2: During Mystical Amplification, damage dealt +18%. Dealing any damage extends Mystical Amplification duration by 1.5s. (Does not apply to special skills of other classes)",2,0,frigg's chant lv.1|overflowing mana lv.2|1800000
2026-08-17T17:48:27,"Sy > c, Srayal Ruber |",,40,7500000,,"Thor's Edge Lv.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15.(ATKO) || Precise Strike LV.1: HIT +38, and all damage dealt +2%. (Does not apply to special skills of other classes) > Class Limit: Swordman, Knight, Lord Knight a A ___™",1,1,precise strike lv.1|thor's edge lv.1|7500000
2026-08-17T17:48:31,Royal Cardo,,70,7000000,,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv, 15, || Rapid Spiral LV.1: Clashing Spiral hit count +1, damage +3.6%. (Does not apply to special skills of other classes)",1,1,rapid spiral lv.1|thor's edge lv.1|7000000
2026-08-17T17:48:33,Royal Sprint Mail I,,56,2800000,58:05,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15, || MDMG Reduction LV.3: When taking damage, MDMG taken -16.3% for 5s. ° $ Set Bonus(1/3)Q + Sprint Set! Sprint Mail! Rider Insignia | Sprint Shoes | + [3] Set Effect",1,1,mdmg reduction lv.3|sif's protection lv.1|2800000
2026-08-17T17:48:38,Royal Falcon Muffler I,,71,4654321,26:45,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. || Fire Resistance LV.3: Fire DMG taken -12.5%. > > Set Bonus(1/3)Q + Odin Set! Odin's Blessing | Falcon Muffler | Fricco’s Shoes | + [3] Set Effect",1,1,fire resistance lv.3|sif's protection lv.1|4654321
2026-08-17T17:48:41,Royal Falcon Muffler I,,71,4900000,20:51,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15.(HPO) || Elite Guard LV.3: DMG taken from MVP, Mini, and Boss -12.5%, > *Set Bonus(1/3)Q + Odin Set | Odin's Blessing | Falcon Muffler | Fricco's Shoes I + 121 Cat Cffart",1,1,elite guard lv.3|sif's protection lv.1|4900000
2026-08-17T17:48:44,Royal Falcon Muffler I,,71,5000000,,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15.(HPO) || Elite Guard LV.3: DMG taken from MVP, Mini, and Boss -12.5%,. Set Bonus(1/3)Q + Odin Set I Odin's Blessing | Falcon Muffler | Fricco'’s Shoes | + 121 Cat Cffart",1,1,elite guard lv.3|sif's protection lv.1|5000000
2026-08-17T17:48:46,Royal Falcon Muffler I,,71,6000000,,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. || Medium Monster Guard LV.3: DMG taken from medium units - 12.5%. Set Bonus(1/3)Q + Odin Set | Odin's Blessing 1 Falcon Muffler | Fricco’s Shoes | + [3] Set Effect",1,1,medium monster guard lv.3|sif's protection lv.1|6000000
2026-08-17T17:48:49,Royal Executioner I,,40,400000,,"Thor's Edge Lv.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15.(ATKO) || Blazing Blade LV.3: For each enemy hit by Magnum Break, gains 1 stack of Scorching: ASPD +1.2%, ATK +2.4%, Stacks up to 6 times and lasts 8s (Does not apply to special skills of other classes) —— > Class Limit:",1,1,blazing blade lv.3|thor's edge lv.1|400000
2026-08-17T17:48:54,Royal Odin's Blessing |,,71,6000000,,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. || Poison Resistance LV.3: Poison DMG taken -32.5%. Set Bonus(1/3)Q + Odin Set | Odin's Blessing | Falcon Muffler | Fricco’s Shoes | + [3] Set Effect",1,1,poison resistance lv.3|sif's protection lv.1|6000000
2026-08-17T17:49:00,Royal Flamberge |,,70,6000000,28:15,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15. || Heroic Path LV.3: ",1,1,heroic path lv.3|thor's edge lv.1|6000000
2026-08-17T17:49:06,Royal Eagle Wing |,,56,1000000,08:23,"Sif's Protection LV.1: Gain Max HP equal to (Gear Refine Lv. x Refine Lv. x 5), up to Lv. 15. || Undead Resistance LV.2: Undead DMG taken -10%. > Set Bonus(1/3)Q + Gale Set! Gale Robe | Eagle Wing ! Black Leather Shoes I + [3] Set Effect HP Cap +5%, P.DMG Bonus +2%",1,1,sif's protection lv.1|undead resistance lv.2|1000000
2026-08-17T17:49:09,Royal Lever Action Rifle,,55,6000000,19:29,"Thor's Edge LV.1: Gain ATK equal to (Gear Refine Lv. x Refine Lv.), up to Lv. 15.(ATKO) || Mobile Guard LV.1: While in Frenzied Kessler state, move at 10% speed and damage multiplier increases by 2%. (Does not apply to special skills of other classes) | - , Class Limit: Gunslinger, Rebel, Night Watch ° A mactarniarea that nuchac rifla",1,1,mobile guard lv.1|thor's edge lv.1|6000000
2026-08-17T17:49:11,Shadow Shield I,,75,28000000,,,0,0,|28000000
